prop_type_apart,prop_type_bed_break,prop_type_house,prop_type_townhouse,room_type_entire_home,room_type_private_room,room_type_shared_room,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people,nearest_train_dist,nearest_tram_dist,week_discount,month_discount,dist_cbd,hour24_check,shampoo,hangers,elev_in_build,hair_dryer,self_checkin,lockbox,doorman_entry,buzzer,familykid_friendly,wheelchair_access,essentials,pool,iron,free_parking,laptop_friendly,breakfast,internet,closest_attr_dist,median_attr_dist,mean_attr_dist,attr_less_200,attr_less_500,attr_less_1000
1,0,0,0,1,0,0,2,1,1,1,1,NA,540.5697601,262.1826061,0.883116883,0.873376623,6972.35866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2740.229889,6732.899335,9765.48884,0,0,0
