stop_name,lat,lon,stop_type
Greeves St/Carlisle St (St Kilda),-37.8674178,144.9836556,bus
Station St/Darebin Rd (Thornbury),-37.76549717,145.0199384,bus
Glen Eira Rd/Brighton Rd (Ripponlea),-37.87552733,144.9920294,bus
Ripponlea Railway Station/Glen Eira Rd (Ripponlea),-37.87648059,144.9950846,bus
Hotham St/Glen Eira Rd (St Kilda East),-37.87683018,144.9976218,bus
McWhae Ave/Glen Eira Rd (St Kilda East),-37.87727225,145.0013616,bus
Bellavista Rd/High St (Glen Iris),-37.86235082,145.0711603,bus
Orrong Rd/Glen Eira Rd (Caulfield North),-37.87792092,145.006665,bus
Hood Cres/Glen Eira Rd (Caulfield North),-37.87856706,145.011832,bus
Kooyong Rd/Glen Eira Rd (Caulfield North),-37.87904892,145.0158211,bus
Harcourt Ave/Glen Eira Rd (Caulfield North),-37.87949732,145.019436,bus
Baratta Reserve/Baratta St (Doncaster East),-37.79712965,145.1531073,bus
Glen Eira City Hall/Glen Eira Rd (Caulfield North),-37.87988622,145.0227341,bus
Tennyson Ave/Glen Eira Rd (Caulfield North),-37.88039264,145.0265977,bus
Bambra Rd/Glen Eira Rd (Caulfield North),-37.88077601,145.0295777,bus
Kambrook Rd/Glen Eira Rd (Caulfield North),-37.8812973,145.0338048,bus
Neerim Rd/Koornang Rd (Carnegie),-37.88892903,145.0570603,bus
Carnegie Railway Station/Koornang Rd (Carnegie),-37.88480529,145.0578282,bus
Darling Rd/Princes Hwy (Malvern East),-37.88385608,145.05874,bus
Oakleigh SC/Hanover St (Oakleigh),-37.90081743,145.0918675,bus
Blue Gum Caravan Park/29 Wells Rd (Chelsea Heights),-38.03144379,145.1329163,bus
Rosella St/Leeds St (Doncaster East),-37.79618862,145.1511432,bus
Police Rd/Wanda St (Mulgrave),-37.93394275,145.1659592,bus
Suemar St/Wanda St (Mulgrave),-37.93158787,145.1663591,bus
Wright St/Bladin St (Laverton),-37.86122144,144.7700541,bus
Briar Gr/Wanda St (Mulgrave),-37.92691592,145.1672716,bus
Valewood Dr/Wanda St (Mulgrave),-37.92436105,145.1669823,bus
Shaftsbury Dr/Wanda St (Mulgrave),-37.9206574,145.1646853,bus
Ulm St/Bladin St (Laverton),-37.8587173,144.7705843,bus
Laverton College/Bladin St (Laverton),-37.85600802,144.7726549,bus
Barwise St/Bladin St (Laverton),-37.85313618,144.7756621,bus
Chirnside Cres/Bladin St (Laverton),-37.85092362,144.7754104,bus
20 Daly St (Doncaster East),-37.79237966,145.1450376,bus
Old Geelong Rd/Bladin St (Laverton),-37.84883604,144.7736662,bus
Tarran St/Old Geelong Rd (Laverton),-37.84652448,144.7777132,bus
Maria St/Cherry Lane (Laverton North),-37.8398708,144.7909464,bus
107 Cherry Lane (Laverton North),-37.83801667,144.7949105,bus
James St/Cherry Lane (Laverton North),-37.83579771,144.7996125,bus
55 Cherry Lane (Laverton North),-37.83411556,144.8031507,bus
Dohertys Rd/Cherry Lane (Laverton North),-37.83094144,144.8083576,bus
12 Bellara St (Doncaster),-37.79306077,145.1407959,bus
Mitcham Rd/Brunswick Rd (Mitcham),-37.8182024,145.1945363,bus
38 Brunswick Rd (Mitcham),-37.81826064,145.1977499,bus
Brunswick Rd/Reserve Ave (Mitcham),-37.81869385,145.2001478,bus
Berry Ave/Reserve Ave (Mitcham),-37.82038835,145.2001634,bus
Garden Ave/Reserve Ave (Mitcham),-37.82175803,145.2001529,bus
Haverbrack Dr/Wellington Rd (Wheelers Hill),-37.9238781,145.2022621,bus
Eastlink/Wellington Rd (Rowville),-37.92545627,145.2147611,bus
Corporate Ave/Wellington Rd (Rowville),-37.92643748,145.2212337,bus
895 Wellington Rd (Rowville),-37.92717675,145.2272231,bus
Wilma Ct/Bellara St (Doncaster),-37.79285953,145.1383252,bus
Stud Rd/Wellington Rd (Rowville),-37.92770466,145.2317614,bus
Taylors Lane/Eildon Pde (Rowville),-37.9180719,145.2462802,bus
Tyers Cres/Eildon Pde (Rowville),-37.91841183,145.2497418,bus
Metcalf Cres/Eildon Pde (Rowville),-37.91948092,145.2525491,bus
93 Dandelion Dr (Rowville),-37.91802741,145.256019,bus
Severn Cres/Dandelion Dr (Rowville),-37.91614154,145.257076,bus
Celestial Ct/Dandelion Dr (Rowville),-37.91496766,145.2605732,bus
Balmoral Ct/Wentworth Ave (Rowville),-37.91713859,145.2617279,bus
Eggleton Rise/Wentworth Ave (Rowville),-37.9190087,145.2626509,bus
Woodside Dr/Wentworth Ave (Rowville),-37.92130854,145.2633817,bus
Cockaigne St/Church Rd (Doncaster),-37.78974268,145.1372679,bus
Buckingham St/Geelong Rd (Footscray),-37.80060795,144.8892205,bus
Williamstown Rd/Geelong Rd (Kingsville),-37.80252536,144.8855883,bus
Edgar St/Geelong Rd (Kingsville),-37.80693524,144.8772505,bus
383 Geelong Rd (Footscray),-37.80930852,144.8729345,bus
Stooke St/Geelong Rd (Brooklyn),-37.81263257,144.8648991,bus
Richards St/Geelong Rd (Brooklyn),-37.81304652,144.8633764,bus
Hall Rd/McCormicks Rd (Carrum Downs),-38.10208794,145.1970704,bus
Rowellyn Ave/Hall Rd (Carrum Downs),-38.10235104,145.1936654,bus
Sandstone Ave/Point Cook Rd (Seabrook),-37.88399924,144.7566215,bus
150 Hall Rd (Carrum Downs),-38.10185933,145.1898229,bus
Hall Rd/Lyrebird Dr (Carrum Downs),-38.10245633,145.1876299,bus
Parkdale Dr/Tattler St (Carrum Downs),-38.10476138,145.1875045,bus
Golf Rd/Newlands (south) Rd (Coburg North),-37.73389633,144.9719534,bus
Golf Rd/Newlands Rd (Coburg North),-37.72902729,144.9723246,bus
Carr St/Newlands Rd (Coburg North),-37.73049244,144.9715811,bus
Golf Rd/Newlands Rd (Coburg North),-37.72895445,144.9722812,bus
Edwardes St/Newlands Rd (Reservoir),-37.71476632,144.983638,bus
Ivanhoe Station/Norman St (Ivanhoe),-37.7686158,145.0453304,bus
Lumen Christi Primary School/Point Cook Rd (Point Cook),-37.89241394,144.7551039,bus
Henty St/Newlands Rd (Reservoir),-37.71727071,144.9820045,bus
Norfolk Ct/Newlands Rd (Coburg North),-37.72144639,144.9769333,bus
Charman Rd/Weatherall Rd (Cheltenham),-37.97243996,145.0537448,bus
Cheltenham Recreation Reserve/Weatherall Rd (Cheltenham),-37.97212808,145.0512372,bus
Victor Ave/Weatherall Rd (Cheltenham),-37.97154605,145.0465738,bus
Banool St/Weatherall Rd (Cheltenham),-37.97107978,145.0429206,bus
Morey Rd/Weatherall Rd (Cheltenham),-37.97074226,145.0399698,bus
Reserve Rd/Weatherall Rd (Cheltenham),-37.97035564,145.0367813,bus
Tibbles St/Reserve Rd (Beaumaris),-37.97173643,145.0358224,bus
Beaumaris North Primary School/Reserve Rd (Beaumaris),-37.97391076,145.0354343,bus
Sanctuary Lakes SC/Point Cook Rd (Point Cook),-37.89545791,144.7545338,bus
Balcombe Rd/Reserve Rd (Beaumaris),-37.97691208,145.0349217,bus
Sandringham Secondary College/Reserve Rd (Beaumaris),-37.97831848,145.0344174,bus
Long Hollow Heathland/Reserve Rd (Beaumaris),-37.98053746,145.0340052,bus
Beaumaris Community Centre/Reserve Rd (Beaumaris),-37.98245133,145.0336695,bus
Triangle Gardens/Hampton St (Hampton),-37.94174716,145.0016757,bus
Hampton Railway Station/Hampton St (Hampton),-37.93862048,145.0022269,bus
Willis St/Hampton St (Hampton),-37.9368424,145.0025936,bus
Littlewood St/Hampton St (Hampton),-37.93497366,145.0029287,bus
Hampton St/Holyrood St (Hampton),-37.93383679,145.0028457,bus
St Marys Primary School/Holyrood St (Hampton),-37.93348358,145.0000904,bus
Hampton RSL/Holyrood St (Hampton),-37.93301931,144.9961094,bus
Vision Australia/New St (Hampton),-37.92977882,144.993683,bus
Robert Grieve Reserve/Burrows St (Brighton),-37.91900064,144.9936688,bus
Middle Brighton Railway Station/Male St (Brighton),-37.91556288,144.9971178,bus
Wilson St/Male St (Brighton),-37.91303826,145.0007466,bus
Firbank Grammar Junior School/St Andrews St (Brighton),-37.90799798,144.998995,bus
North Brighton Station/St Andrews St (Brighton),-37.9056968,145.0014572,bus
High St/Leamington St (Reservoir),-37.71311982,145.0076412,bus
Leamington St/Whitby St (Reservoir),-37.71228275,145.0029105,bus
Barry St/Whitby St (Reservoir),-37.70969444,145.0033317,bus
Gellibrand Cres/Broadhurst Ave (Reservoir),-37.70832328,145.0021888,bus
Chauvel St/Broadhurst Ave (Reservoir),-37.70817657,145.0004458,bus
Broadhurst Ave/McFadzean Ave (Reservoir),-37.70754737,144.9978878,bus
Elliot St/McFadzean Ave (Reservoir),-37.7053299,144.9978568,bus
Glasgow Ave/McFadzean Ave (Reservoir),-37.70253931,144.9969791,bus
Dean Ct/Tattler St (Carrum Downs),-38.10347572,145.1894522,bus
Millicent Ave/Thompsons Rd (Bulleen),-37.77203483,145.0972834,bus
Doug Hannah Reserve/Anstey Ave (Reservoir),-37.69282333,144.9810684,bus
Anstey Ave/Churchill Ave (Reservoir),-37.692515,144.9757012,bus
Claremont Cres/Moira Ave (Reservoir),-37.69619755,144.9807614,bus
Ross St/Davidson St (Reservoir),-37.6961802,144.9881792,bus
LE Cotchin Reserve/Massey Ave (Reservoir),-37.69707121,144.9907523,bus
Amery St/Massey Ave (Reservoir),-37.69922304,144.9901044,bus
Godley St/Massey Ave (Reservoir),-37.70146095,144.9897491,bus
Glasgow Ave/Massey Ave (Reservoir),-37.70388753,144.9898877,bus
Fiddes St/Glasgow Ave (Reservoir),-37.70473237,144.9876417,bus
Royan Mews/Sommersby Rd (Point Cook),-37.89374029,144.7452956,bus
Ashfield St/Glasgow Ave (Reservoir),-37.70499234,144.9849237,bus
Radford Rd/Broadhurst Ave (Reservoir),-37.70666699,144.9837781,bus
Fiddes St/Broadhurst Ave (Reservoir),-37.70693076,144.9870831,bus
Wilson Bvd/Broadhurst Ave (Reservoir),-37.70763449,144.995061,bus
McFadzean Ave/Broadhurst Ave (Reservoir),-37.70777536,144.9969856,bus
Leamington St/Compton St (Reservoir),-37.7138388,145.0027326,bus
Edwardes St/Compton St (Reservoir),-37.71570782,145.0024102,bus
Rowellyn Park Primary School/Tattler St (Carrum Downs),-38.10348995,145.192132,bus
Kelverne St/Newlands Rd (Reservoir),-37.71509728,144.9834929,bus
Oldfield Pl/Sommersby Rd (Point Cook),-37.89113942,144.7459435,bus
Henty St/Newlands Rd (Reservoir),-37.71699399,144.9821595,bus
Norfolk Ct/Newlands Rd (Coburg North),-37.72131775,144.9767893,bus
105 Newlands Rd (Coburg North),-37.72617059,144.9739002,bus
Alexander Ave/Newlands Rd (Coburg North),-37.73225323,144.9717827,bus
Cross Rd/Embankment Gr (Chelsea),-38.04757292,145.1192419,bus
63 Embankment Gr (Chelsea),-38.0467102,145.1216457,bus
Chelbara General Store/Baxter Ave (Chelsea),-38.04460962,145.1221552,bus
Cross Rd/Ella Gr (Chelsea),-38.04417218,145.1190327,bus
Earnshaw Dr/Rowellyn Ave (Carrum Downs),-38.10539677,145.1930658,bus
Bayside Ave/Munro Ave (Edithvale),-38.04132916,145.1176355,bus
Fraser Ave/Munro Ave (Edithvale),-38.03915418,145.1163125,bus
Edithvale Rd/Munro Ave (Edithvale),-38.03684315,145.114936,bus
Coburns Rd/Scarlet Oak Ave (Melton West),-37.65963798,144.5714307,bus
Woodland Rise/Roslyn Park Dr (Melton West),-37.66462659,144.5708147,bus
Stefan Tce/Roslyn Park Dr (Melton West),-37.66294585,144.5679676,bus
Kim Lane/Roslyn Park Dr (Melton West),-37.66325274,144.5645002,bus
Emerald Ct/Caitlyn Dr (Melton West),-37.66445862,144.5639847,bus
Reidy Rise/Gamalite Dr (Melton West),-37.66609197,144.565405,bus
Edithvale Bowls Club/Edithvale Rd (Edithvale),-38.03503,145.1193236,bus
Galilee Bvd/Gamalite Dr (Melton West),-37.66913398,144.5639111,bus
Wells Rd/Edithvale Rd (Aspendale Gardens),-38.028746,145.1298745,bus
Springvale Botanical Cemetery/Third Dr (Springvale),-37.94568866,145.1760344,bus
117 Greensborough Hwy (Yallambie),-37.72754896,145.0799052,bus
69 Greensborough Hwy (Yallambie),-37.7307941,145.0794015,bus
Wilmot St/Finlayson St (Rosanna),-37.73330057,145.0772602,bus
Silk St/Finlayson St (Rosanna),-37.73308114,145.0748603,bus
Ferguson St/Finlayson St (Rosanna),-37.73337466,145.072969,bus
Stokes St/Finlayson St (Rosanna),-37.73480504,145.0711617,bus
Pyalong Ave/Finlayson St (Rosanna),-37.7374787,145.0693334,bus
Cremin Ct/Finlayson St (Rosanna),-37.73939083,145.0683305,bus
Park Rd/Beard St (Eltham),-37.70563051,145.1606441,bus
Eurabbie Ct/Beard St (Eltham),-37.70872969,145.1611574,bus
Frank St/Beard St (Eltham),-37.70705266,145.1611081,bus
Livingstone Rd/Beard St (Eltham),-37.71010622,145.1598528,bus
Fairdale Ct/Wycliffe Cres (Eltham),-37.71213955,145.1602109,bus
Rondu (before) Pl/Wycliffe Cres (Eltham),-37.71272196,145.1611494,bus
Hartland Way/Wycliffe Cres (Eltham),-37.71367301,145.1620335,bus
Marlow Pl/Wycliffe Cres (Eltham),-37.71440397,145.1638305,bus
Maltravers Rd/Marshall St (Ivanhoe),-37.76899066,145.0472846,bus
Hoddle St/Johnston St (Abbotsford),-37.79998084,144.993566,bus
Nyora (before) Rd/Eucalyptus Rd (Eltham),-37.71848491,145.164887,bus
Mt Pleasant Rd/Eucalyptus Rd (Eltham),-37.72384948,145.1627237,bus
Sweeneys Lane/Mt Pleasant Rd (Eltham),-37.72581114,145.1590671,bus
Rockliffe St/Mt Pleasant Rd (Eltham),-37.72559991,145.1542048,bus
Metery Rd/Mt Pleasant Rd (Eltham),-37.72693439,145.1490771,bus
Streamline Swim School/Main Rd (Eltham),-37.70776885,145.1498603,bus
Park West Rd/Main Rd (Eltham),-37.70485675,145.1532336,bus
Short Rd/Wattletree Rd (Eltham),-37.70043227,145.1515399,bus
Banks Rd/Wattletree Rd (Eltham North),-37.69641451,145.1493487,bus
Kim St/Ryans Rd (Diamond Creek),-37.680697,145.1441717,bus
Diamond Creek Cemetery/Main St (Diamond Creek),-37.67579039,145.1462102,bus
St Johns Anglican Church/Main St (Diamond Creek),-37.67342449,145.1493531,bus
Kemp Ave/Spring St (Thomastown),-37.68139975,144.9997817,bus
Neerim St/Spring St (Thomastown),-37.68167049,145.0024618,bus
Lantana Ave/Spring St (Thomastown),-37.68196456,145.0054589,bus
Harding St/Spring St (Thomastown),-37.68234095,145.009066,bus
Palmer St/Johnston St (Collingwood),-37.79965699,144.9904288,bus
Clarke St/Spring St (Thomastown),-37.68257835,145.0113843,bus
Salamander Ave/Victoria Dr (Thomastown),-37.68444464,145.0002442,bus
Leilani Gr/Victoria Dr (Thomastown),-37.68501823,144.9968722,bus
The Close/Victoria Dr (Thomastown),-37.68409898,144.9942208,bus
Opp 122 Victoria Dr (Thomastown),-37.68258309,144.9904063,bus
Carrington Bvd/Victoria Dr (Thomastown),-37.67897172,144.9905491,bus
Bendigo Cres/Victoria Dr (Thomastown),-37.67701052,144.9907494,bus
Robinvale Ave/Victoria Dr (Thomastown),-37.67392431,144.9910367,bus
Cook Reserve/Victoria Dr (Thomastown),-37.67200706,144.9917007,bus
Gillwell Rd/Barry Rd (Thomastown),-37.67141606,144.9940408,bus
Franklin Rd/Edgars Rd (Lalor),-37.67023946,145.0027684,bus
Pinetree Cres/Edgars Rd (Lalor),-37.66751162,145.0039979,bus
Kingsway Dr/Edgars Rd (Lalor),-37.66507604,145.0049247,bus
Open House Christian Church/Opp 97 Kingsway Dr (Lalor),-37.66448725,145.0074119,bus
Lyndon St/Kingsway Dr (Lalor),-37.66489097,145.0110402,bus
Linoak Ave/Kingsway Dr (Lalor),-37.66511472,145.0130862,bus
Lalor Station/Kingsway Dr (Lalor),-37.66533843,145.0151322,bus
Springfield Rd/Dorking Rd (Box Hill North),-37.80882824,145.1325969,bus
Centenary Ave/Gamalite Dr (Melton West),-37.67145767,144.5634157,bus
Craigielea Ave/Alfrieda St (St Albans),-37.73918678,144.8016483,bus
Alfrieda St/Biggs St (St Albans),-37.73705302,144.8027213,bus
Walter St/Biggs St (St Albans),-37.73745678,144.8060115,bus
Oberon Ave/Biggs St (St Albans),-37.73782836,144.8090303,bus
Trawool St/Dorking Rd (Box Hill North),-37.80592627,145.1331584,bus
Sunshine Ave/Stenson Rd (Kealba),-37.73906009,144.8254141,bus
Driscolls Rd/Stenson Rd (Kealba),-37.73831624,144.8280798,bus
Dowling St/Driscolls Rd (Kealba),-37.73699016,144.8275172,bus
Leavesdon Ave/Driscolls Rd (Kealba),-37.73419831,144.8251705,bus
44 Driscolls Rd (Kealba),-37.73171747,144.8230759,bus
Green Gully Reserve/Driscolls Rd (Kealba),-37.7281983,144.8208758,bus
Homestead Dr/Green Gully Rd (Keilor Downs),-37.72870843,144.8177633,bus
Opp 17 Taylors Rd (Keilor Downs),-37.72928309,144.813276,bus
Oslo Way/Taylors Rd (Keilor Downs),-37.72886859,144.8093965,bus
Carbine Way/Taylors Rd (St Albans),-37.72804539,144.79618,bus
Theodore St/Taylors Rd (St Albans),-37.7282341,144.8000094,bus
Keilor Shopping Centre/Taylors Rd (Keilor Downs),-37.72758038,144.8060307,bus
George St/Argyle Way (Scoresby),-37.88878476,145.224767,bus
Rodney Dr/Carbine Way (Keilor Downs),-37.72675819,144.7967401,bus
Goodwood Dr/Belmont Ave (Keilor Downs),-37.72432829,144.7959499,bus
Thornhill Dr/Belmont Ave (Keilor Downs),-37.72350074,144.7998885,bus
Belmont Ave/Copernicus Way (Keilor Downs),-37.72135108,144.8010753,bus
Hotchkiss Way/Copernicus Way (Keilor Downs),-37.71968903,144.7989349,bus
Goodwood Dr/Copernicus Way (Keilor Downs),-37.7190365,144.7948815,bus
Roseberry Ave/Copernicus Way (Keilor Downs),-37.71781193,144.7920477,bus
Darebin Ave/Copernicus Way (Keilor Downs),-37.71523231,144.790003,bus
Lady Nelson Way/Copernicus Way (Keilor Downs),-37.71311626,144.7896121,bus
Stockwell Cres/Lady Nelson Way (Keilor Downs),-37.71229774,144.792098,bus
Mallacoota Ct/Chichester Dr (Taylors Lakes),-37.709112,144.794257,bus
Reed Cres/Bond Dr (Taylors Lakes),-37.70348871,144.7846467,bus
Booth Way/Bond Dr (Taylors Lakes),-37.70183143,144.7813389,bus
Ross Smith Ave/Nepean Hwy (Frankston),-38.14168675,145.1218597,bus
O'grady Ave/Nepean Hwy (Frankston),-38.13808285,145.1235951,bus
Mereweather Ave/Nepean Hwy (Frankston),-38.13432004,145.1244103,bus
Serrell St/Princes Hwy (Malvern East),-37.88434072,145.0618997,bus
Graham Ct/Old Geelong Rd (Hoppers Crossing),-37.87121729,144.7273052,bus
Karma Ave/Princes Hwy (Malvern East),-37.8845322,145.0642256,bus
Belgrave Rd/Princes Hwy (Malvern East),-37.8844416,145.0663883,bus
Bruce St/Princes Hwy (Malvern East),-37.88444265,145.0708455,bus
Alma St/Dandenong Rd (Malvern East),-37.88643348,145.0768542,bus
Hillcrest Rd/High St (Glen Iris),-37.86257088,145.0730415,bus
Munro Ave/High St (Ashburton),-37.86293932,145.0762829,bus
Ashburton Railway Station/High St (Ashburton),-37.86347347,145.08085,bus
Lower Heidelberg Rd/Marshall St (Ivanhoe),-37.77116515,145.0468981,bus
Victory Bvd/High St (Ashburton),-37.86381882,145.0832396,bus
Huntingdale Rd/Waverley Rd (Chadstone),-37.88253059,145.1096223,bus
Donald St/Waverley Rd (Mount Waverley),-37.88296883,145.1127834,bus
Hansen St/Waverley Rd (Mount Waverley),-37.88326405,145.1154592,bus
Heany St/Waverley Rd (Mount Waverley),-37.88346558,145.117353,bus
Pamela St/Waverley Rd (Mount Waverley),-37.88380592,145.1200391,bus
Toirram Rd/Waverley Rd (Mount Waverley),-37.88401802,145.1220349,bus
Talbot Rd/Waverley Rd (Mount Waverley),-37.88434435,145.1244144,bus
Forster Rd/Waverley Rd (Mount Waverley),-37.88505964,145.1314233,bus
Bruce St/Waverley Rd (Mount Waverley),-37.8854292,145.134268,bus
Scammell Cl/Waverley Rd (Mount Waverley),-37.88614448,145.1407427,bus
Meadow Cres/Waverley Rd (Mount Waverley),-37.88630312,145.1422283,bus
Blackburn Rd/Waverley Rd (Glen Waverley),-37.88674922,145.1465153,bus
Stableford Ave/Waverley Rd (Glen Waverley),-37.8871093,145.1487804,bus
Saladin Ave/Waverley Rd (Glen Waverley),-37.88753438,145.1523176,bus
Monash Aquatic & Recreation Centre/Waverley Rd (Glen Waverley),-37.88797093,145.1565936,bus
Myrtle St/Waverley Rd (Glen Waverley),-37.88836537,145.1599155,bus
Springvale Rd/Waverley Rd (Glen Waverley),-37.88869861,145.1633641,bus
Stocks Ave/High St (Ashburton),-37.86411357,145.0858464,bus
Gloucester Rd/High St (Ashburton),-37.86444799,145.0886796,bus
Malpas St/Albert St (Preston),-37.73425756,145.0245155,bus
Warrigal Rd/High Street Rd (Ashwood),-37.86582716,145.0937026,bus
Barrington Dr/High Street Rd (Ashwood),-37.86636175,145.0983382,bus
Winbirra Pde/High Street Rd (Ashwood),-37.86653634,145.1002207,bus
Vannam Dr/High Street Rd (Ashwood),-37.8669489,145.10345,bus
Cleveland Rd/High Street Rd (Ashwood),-37.86717997,145.1060473,bus
Teck St/High Street Rd (Ashwood),-37.86734214,145.1077256,bus
Riversdale Golf Club/High Street Rd (Mount Waverley),-37.86798793,145.1125859,bus
281 High Street Rd (Mount Waverley),-37.86829251,145.1152837,bus
Surrey Rd/High Street Rd (Mount Waverley),-37.86862049,145.118322,bus
Tyler St/Albert St (Preston),-37.73182648,145.0251815,bus
Park Rd/High Street Rd (Mount Waverley),-37.86918187,145.1230028,bus
Alice St/High Street Rd (Mount Waverley),-37.86935172,145.1246128,bus
Sunhill Rd/High Street Rd (Mount Waverley),-37.86981841,145.1284548,bus
Stephensons Rd/High Street Rd (Mount Waverley),-37.87012839,145.130948,bus
Fleet St/High Street Rd (Mount Waverley),-37.8708296,145.137092,bus
Josephine Ave/High Street Rd (Mount Waverley),-37.87113523,145.1398923,bus
Lawrence Rd/High Street Rd (Mount Waverley),-37.87151753,145.1429863,bus
Elm Gr/High Street Rd (Mount Waverley),-37.87188209,145.1461035,bus
Blackburn Rd/High Street Rd (Glen Waverley),-37.87226673,145.1493567,bus
Orchard St/High Street Rd (Glen Waverley),-37.87263255,145.1525649,bus
McComas St/Albert St (Reservoir),-37.72891627,145.0257581,bus
Medina Rd/High Street Rd (Glen Waverley),-37.87284811,145.1542421,bus
Lemair Ave/High Street Rd (Glen Waverley),-37.87297944,145.1562966,bus
Myers Ave/High Street Rd (Glen Waverley),-37.87338141,145.1589469,bus
Wesley College/High Street Rd (Glen Waverley),-37.87299746,145.1562961,bus
Point Nepean  National Park Entrance/Point Nepean Rd (Portsea),-38.31889139,144.7049169,bus
Delgany Ave/Point Nepean Rd (Portsea),-38.31969096,144.7103245,bus
Nepean Pl/Point Nepean Rd (Portsea),-38.31998609,144.7129802,bus
Point Nepean Rd/Franklin Rd (Portsea),-38.32098363,144.7183933,bus
Burns Ave/Rosebank Ave (Clayton South),-37.93965361,145.1337055,bus
Premier Ave/Mitcham Rd (Vermont),-37.83107812,145.194961,bus
Grey St/Mitcham Rd (Vermont),-37.83335214,145.1951556,bus
Terrara Rd/Canterbury Rd (Vermont),-37.83684926,145.1916613,bus
Rooks Rd/Canterbury Rd (Vermont),-37.83675612,145.1879478,bus
Brentford Square Shopping Centre/Stevens Rd (Vermont),-37.83743272,145.1850677,bus
Woodcrest Rd/Stevens Rd (Vermont),-37.83938388,145.1836108,bus
Kingsley Ave/Stevens Rd (Vermont),-37.84092933,145.1833115,bus
Wingrove St/Stevens Rd (Vermont),-37.84241189,145.1830251,bus
North Rd/Boldrewood Pde (Reservoir),-37.72204852,145.0219582,bus
Station St/Foch St (Box Hill South),-37.83670406,145.1208151,bus
Sycamore St/Foch St (Box Hill South),-37.83702462,145.1233978,bus
Foch St/Haig St (Box Hill South),-37.83602308,145.1261503,bus
Devon St/Haig St (Box Hill South),-37.8344688,145.1264509,bus
Prince St/Haig St (Box Hill South),-37.83314747,145.1266662,bus
Peace St/Haig St (Box Hill South),-37.83162002,145.1269548,bus
Canterbury Rd/Haig St (Box Hill South),-37.82949026,145.12677,bus
Stevens Rd/Jolimont Rd (Forest Hill),-37.84436384,145.1822044,bus
Longbrae Ave/Jolimont Rd (Forest Hill),-37.84412909,145.180426,bus
Wingrove St/Hampshire Rd (Forest Hill),-37.84262054,145.1790311,bus
Yarra Ave/Boldrewood Pde (Reservoir),-37.71991928,145.0212774,bus
Everglade Ave/Parkmore Rd (Forest Hill),-37.84180128,145.1767558,bus
Cherryl St/Parkmore Rd (Forest Hill),-37.84152355,145.1745352,bus
Springvale Rd/Parkmore Rd (Forest Hill),-37.84121557,145.1721109,bus
Echunga Cl/Hawthorn Rd (Forest Hill),-37.84758799,145.1692715,bus
St Thomas Retirement Village/Hawthorn Rd (Forest Hill),-37.84661081,145.1672841,bus
Romoly Dr/Mahoneys Rd (Forest Hill),-37.8450821,145.1646058,bus
Parkland Pl/Mahoneys Rd (Forest Hill),-37.84350934,145.1648834,bus
Paul Rd/Mahoneys Rd (Forest Hill),-37.84025551,145.16543,bus
78 Mahoneys Rd (Forest Hill),-37.8387995,145.165682,bus
Boldrewood Pde/Broadway (Reservoir),-37.71819634,145.0206426,bus
Deans Wood Rd/Canterbury Rd (Forest Hill),-37.83345807,145.1606556,bus
Masons Rd/Blackburn Rd (Blackburn),-37.83132732,145.1552205,bus
Eustace St/Blackburn (east) Rd (Blackburn),-37.82989394,145.1540404,bus
Walsham Rd/Blackburn (east) Rd (Blackburn),-37.82876406,145.1532505,bus
Wolseley Cres/Blackburn (east) Rd (Blackburn),-37.82391771,145.1522352,bus
Wolseley Cres/Blackburn (west) Rd (Blackburn),-37.8238831,145.1523269,bus
Wellington Ave/Blackburn Rd (Blackburn),-37.82669115,145.1526659,bus
Walsham Rd/Blackburn (west) Rd (Blackburn),-37.82861199,145.1533225,bus
Eustace St/Blackburn (west) Rd (Blackburn),-37.83018844,145.1544307,bus
Fordham Rd/Broadway (Reservoir),-37.71770319,145.0165035,bus
Wreford Rd/Canterbury Rd (Blackburn South),-37.83165507,145.1456792,bus
Donald St/Canterbury Rd (Blackburn South),-37.83134776,145.1433349,bus
Aberdeen Rd/Canterbury Rd (Blackburn South),-37.83094481,145.1400726,bus
Middleborough Rd/Canterbury Rd (Blackburn South),-37.83058085,145.1370026,bus
Wembley Park/Canterbury Rd (Box Hill South),-37.83012818,145.1334576,bus
Canterbury Rd/Barkly St (Box Hill),-37.8292475,145.1296394,bus
Menzies St/Barkly St (Box Hill),-37.82783698,145.1299136,bus
Cherryhinton St/Barkly St (Box Hill),-37.82621998,145.1302385,bus
Rotherwood Rd/Lower Heidelberg Rd (Ivanhoe East),-37.77162595,145.0496902,bus
Victoria St/Albion Rd (Box Hill),-37.82513339,145.1299137,bus
Albion Rd/William St (Box Hill),-37.82452272,145.1272138,bus
15 William St (Box Hill),-37.82322048,145.1274966,bus
Harrow St/William St (Box Hill),-37.82220507,145.1276813,bus
Rutland Rd/William St (Box Hill),-37.82090373,145.128021,bus
Fernhill St/High Street Rd (Glen Waverley),-37.87357638,145.1604654,bus
Springvale Rd/Waverley Rd (Glen Waverley),-37.88893212,145.1633128,bus
Myrtle St/Waverley Rd (Glen Waverley),-37.88848212,145.1598898,bus
Monash Aquatic & Recreation Centre/Waverley Rd (Glen Waverley),-37.88796543,145.1550927,bus
Marchant Ave/Broadway (Reservoir),-37.71702441,145.0109854,bus
Lilian St/Waverley Rd (Glen Waverley),-37.88753954,145.1514987,bus
