stop_name,lat,lon,stop_type
Werribee Plaza/Derrimut Rd (Hoppers Crossing),-37.87449525,144.6823795,bus
Werribee Plaza/Derrimut Rd (Hoppers Crossing),-37.87444166,144.6824039,bus
Moonee Ponds Interchange/Mt Alexander Rd (Moonee Ponds),-37.76616825,144.924381,bus
Cooraminta St/Blyth St (Brunswick),-37.76596431,144.9674677,bus
Essendon Keilor College/Lock St (Airport West),-37.72882353,144.8798462,bus
Magra Pl/Daniel Solander Dr (Endeavour Hills),-37.97813411,145.2558155,bus
Lorraine Kovacs Res/Daniel Solander Dr (Endeavour Hills),-37.97801615,145.2557613,bus
Australian Catholic University/Victoria Pde (Fitzroy),-37.80821089,144.9784181,bus
Smith St/Victoria Pde (Collingwood),-37.80882009,144.9839899,bus
Carnarvon St/Blyth St (Brunswick),-37.76617068,144.9695055,bus
Cromwell St/Victoria Pde (Collingwood),-37.80940016,144.9899829,bus
Cromwell St/Victoria Pde (East Melbourne),-37.80992957,144.9893211,bus
Clarendon St/Victoria Pde (East Melbourne),-37.80923437,144.9829223,bus
Eye & Ear Hospital/Victoria Pde (East Melbourne),-37.80860477,144.9772147,bus
Lygon St/Blyth St (Brunswick East),-37.76652854,144.9724927,bus
Sunset Views Bvd/Leakes Rd (Truganina),-37.83491702,144.6951969,bus
Sunset Views Bvd/Leakes Rd (Truganina),-37.83500152,144.6949102,bus
Myrtle St/Blyth St (Brunswick East),-37.76681367,144.9754478,bus
Watson Dr (Tullamarine),-37.689593,144.868229,bus
Watson Dr (Tullamarine),-37.68968082,144.8681018,bus
Bellvue St/Blyth St (Brunswick East),-37.76693517,144.97675,bus
Coburg Lake Reserve/Stockade Ave (Coburg),-37.73570419,144.9707013,bus
Stockade Ave/Pentridge Bvd (Coburg),-37.73889601,144.9707957,bus
O'Hea St/Sussex St (Pascoe Vale South),-37.73569802,144.9490052,bus
Sussex St/Gaffney St (Pascoe Vale),-37.73270259,144.9488041,bus
Derby St/Gaffney St (Pascoe Vale),-37.73229568,144.9451049,bus
St Oliver Plunkett's PS/Gaffney St (Pascoe Vale),-37.73199617,144.9424013,bus
Pascoe Vale PS/Gaffney St (Pascoe Vale),-37.73150292,144.937899,bus
Ann St/Gaffney St (Pascoe Vale),-37.73119987,144.9350026,bus
Bellvue Tce/Gaffney St (Pascoe Vale),-37.73080309,144.9319047,bus
Northumberland Rd/Gaffney St (Pascoe Vale),-37.73070042,144.9317033,bus
Nicholson St/Blyth St (Brunswick East),-37.76731553,144.9800091,bus
Ann St/Gaffney St (Pascoe Vale),-37.73109999,144.93496,bus
Pascoe Vale PS/Gaffney St (Pascoe Vale),-37.73150415,144.9389996,bus
St Oliver Plunkett's PS/Gaffney St (Pascoe Vale),-37.73189867,144.9424948,bus
Derby St/Gaffney St (Pascoe Vale),-37.73219818,144.9451984,bus
Sussex St/Gaffney St (Pascoe Vale),-37.73250245,144.9486962,bus
O'Hea St/Sussex St (Pascoe Vale South),-37.7363035,144.9491019,bus
Stockade Ave/Pentridge Bvd (Coburg),-37.73910163,144.9706993,bus
Coburg Lake Reserve/Stockade Ave (Coburg),-37.73570067,144.9704971,bus
Roberts St/Blyth St (Brunswick East),-37.76731522,144.9826201,bus
Dingley Arterial/Tootal Rd (Dingley Village),-37.96319583,145.1282492,bus
Dingley Arterial/Tootal Rd (Dingley Village),-37.96310362,145.1286841,bus
Winifred St/Arthurton Rd (Northcote),-37.76769949,144.9861176,bus
Sydney Rd/Champ St (Coburg),-37.73712239,144.9672356,bus
Shakespeare Gr/Arthurton Rd (Northcote),-37.76803135,144.9886629,bus
Coleman Cres/Main Rd (Eltham),-37.70404268,145.1564978,bus
Tuxen Ave/Frankston-Dandenong Rd (Carrum Downs),-38.09567106,145.1760179,bus
St Georges Rd/Arthurton Rd (Northcote),-37.7683218,144.991425,bus
Northcote Railway Station/Arthurton Rd (Northcote),-37.76880123,144.9947043,bus
High St/Arthurton Rd (Northcote),-37.76920451,144.9982808,bus
Northcote Shopping Plaza/Separation St (Northcote),-37.76973441,145.0024216,bus
Burt St/Separation St (Northcote),-37.77006172,145.005251,bus
Munro St/Separation St (Northcote),-37.77033395,145.0074915,bus
Keilor Park Dr (Keilor East),-37.74048742,144.8590644,bus
Victoria Rd/Separation St (Northcote),-37.7707679,145.0113058,bus
Rubie Thomson Reserve/235 Separation St (Northcote),-37.77121111,145.0151426,bus
Station St/Separation St (Fairfield),-37.77164156,145.018764,bus
Sparks Ave/Separation St (Fairfield),-37.77185429,145.0212333,bus
Hall Rd/Frankston-Dandenong Rd (Carrum Downs),-38.10010237,145.1723839,bus
Perry St/Separation St (Fairfield),-37.77223039,145.0243114,bus
Grange Rd/Separation St (Fairfield),-37.77241377,145.0261116,bus
Coleraine St/Pascoe Vale Rd (Broadmeadows),-37.67933715,144.9217012,bus
Fulham Rd/Separation St (Alphington),-37.77254836,145.0271525,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.8878119,145.083459,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88781264,145.0835044,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88796578,145.0835005,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88813674,145.0834847,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88815624,145.0835751,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88798583,145.083625,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88782406,145.083652,bus
Ross St/Separation St (Alphington),-37.77268363,145.0287725,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88760842,145.0836917,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88787243,145.0838554,bus
Chadstone SC/Eastern Access Rd (Malvern East),-37.88817833,145.0838247,bus
Wetlands Bvd/Sayers Rd (Truganina),-37.8533012,144.7393912,bus
Wetlands Bvd/Sayers Rd (Truganina),-37.85353305,144.7402024,bus
Bennett St/Separation St (Alphington),-37.7729521,145.0313539,bus
Ningaloo St/Yanga Ave (Tarneit),-37.83628189,144.6566134,bus
Saltlake Bvd/Pine Park Dr (Wollert),-37.61276516,145.0384861,bus
Epping Rd/Pine Park Dr (Wollert),-37.61216889,145.0313647,bus
Baltrum Dr/Epping Rd (Wollert),-37.61696688,145.0299579,bus
Rhone Dr/Epping Rd (Wollert),-37.61907812,145.0295623,bus
Harvest Home Rd/Epping Rd (Wollert),-37.62201697,145.0290768,bus
Harvest Home Rd/Epping Rd (Wollert),-37.62261484,145.0287211,bus
Rhone Dr/Epping Rd (Wollert),-37.61958553,145.0291863,bus
Fulham Way/Epping Rd (Wollert),-37.6148164,145.0301619,bus
Epping Rd/Pine Park Dr (Wollert),-37.61195735,145.0311097,bus
Parklands Ave/Yarana Rd (Alphington),-37.7753684,145.0319596,bus
Cooper St/Miller St (Epping),-37.6509076,145.0192682,bus
Rufus St/Miller St (Epping),-37.64738368,145.0197925,bus
Dilop Dr/Miller St (Epping),-37.64316226,145.0206413,bus
Annalise Ave/Miller St (Epping),-37.63975771,145.0212983,bus
Casa D'Abruzzo/O'Herns Rd (Epping),-37.63699523,145.0204763,bus
Wuchatsch Ave/Manor House Dr (Epping),-37.63530504,145.0148211,bus
Herlitz Dr/Manor House Dr (Epping),-37.63215819,145.0147235,bus
Northside Park/Northside Dr (Wollert),-37.6203191,145.0170326,bus
The Parade/Northside Dr (Wollert),-37.61765442,145.0188141,bus
Empress Ave/Highpark Dr (Wollert),-37.61538298,145.0193276,bus
Head St/Drake St (Brighton),-37.89226547,144.9927573,bus
Bulait Dr/Empress Ave (Wollert),-37.61226714,145.0162496,bus
Evolve Esp/Contempo Bvd (Wollert),-37.61066544,145.014253,bus
Playfields Pl/Empress Ave (Wollert),-37.61225217,145.0164312,bus
Highpark Dr/Empress Ave (Wollert),-37.61507036,145.0194945,bus
Champions Pde/Northside Dr (Wollert),-37.61788114,145.0188988,bus
Northside Park/Northside Pde (Wollert),-37.62047205,145.0170172,bus
Langridge Dr/Manor House Dr (Epping),-37.63145441,145.0146743,bus
O'Herns Rd/Manor House Dr (Epping),-37.63597202,145.014826,bus
Mecklenburg Cl/O'Herns Rd (Epping),-37.6366549,145.0200661,bus
Annalise Ave/Miller St (Epping),-37.63976786,145.0213661,bus
Cole St/Drake St (Brighton),-37.89378348,144.9924659,bus
Dilop Dr/Miller St (Epping),-37.64316435,145.0207659,bus
Rufus St/Miller St (Epping),-37.64762131,145.0199902,bus
Cooper St/Miller St (Epping),-37.65091985,145.0194606,bus
Epping Rd/Hayston Bvd (Epping),-37.6285512,145.0285643,bus
Epping Rd/Hayston Bvd (Epping),-37.62839208,145.0287498,bus
Redding Rise/Lyndarum Dr (Epping),-37.62939258,145.011579,bus
Rockfield St/Edgars Rd (Epping),-37.6300408,145.0056694,bus
Zinnober Gdn/Edgars Rd (Epping),-37.62709347,145.0045811,bus
Gammage Bvd/Edgars Rd (Epping),-37.62470846,145.0047695,bus
Harvest Home Rd/Edgars Rd (Wollert),-37.62040494,145.0050206,bus
Martin St/Drake St (Brighton),-37.89573287,144.9921059,bus
Edgars Rd/Eaststone Ave (Wollert),-37.61873674,145.0044307,bus
Eynesbury Vew/Eaststone Ave (Wollert),-37.61650748,144.9994487,bus
Toolangi Lane/Eaststone Ave (Wollert),-37.61547336,144.9969274,bus
Overnewton Way/Eaststone Dr (Wollert),-37.61656077,144.9999345,bus
Eaststone Ave/Edgars Rd (Wollert),-37.61908881,145.0049991,bus
Harvest Home Rd/Edgars Rd (Epping),-37.62102457,145.0054232,bus
Gammage Bvd/Edgars Rd (Epping),-37.62530606,145.0049348,bus
Hemlock Way/Edgars Rd (Epping),-37.62727018,145.004905,bus
Edgars Rd/Rockfield St (Epping),-37.63007721,145.0062237,bus
Redding Rise/Rockfield St (Epping),-37.62931845,145.0109238,bus
New St/Martin St (Brighton),-37.89613959,144.9942897,bus
Epping Plaza SC/Cooper St (Epping),-37.65223945,145.0175439,bus
Melbourne Airport/Grants Rd (Melbourne Airport),-37.67414736,144.8503946,bus
Melbourne Airport/Grants Rd (Melbourne Airport),-37.67443703,144.8504656,bus
Melbourne Airport/Grants Rd (Melbourne Airport),-37.67472629,144.8505139,bus
Melbourne Airport/Grants Rd (Melbourne Airport),-37.67489825,144.8505543,bus
Dougharty Rd/Waiora Rd (Heidelberg Heights),-37.73653513,145.0596215,bus
Bittern Dr/Heatherton Rd (Endeavour Hills),-37.97330486,145.2455927,bus
Star Of The Sea College/Martin St (Brighton),-37.89648622,144.9971802,bus
Cochrane St/Martin St (Brighton),-37.89682202,144.9999686,bus
Monash University/McMahons Rd (Frankston),-38.15185998,145.1348138,bus
Falkiner St/Main Rd (Eltham),-37.73170197,145.1410721,bus
St Vincent de Paul PS/Woodland St (Strathmore),-37.7430632,144.9249586,bus
Footscray Station/Irving St (Footscray),-37.80110041,144.9021538,bus
Deakin University/Holland Ave (Burwood),-37.84748905,145.1133474,bus
Mt Pleasant Rd/Main Rd (Eltham),-37.72706865,145.1467251,bus
Footscray Station/Irving St (Footscray),-37.80100396,144.9023042,bus
Footscray Station/Irving St (Footscray),-37.80097076,144.9024642,bus
La Trobe Uni Thomas Cherry Building/Science Dr (Bundoora),-37.72059864,145.0463324,bus
Dalton St/Main Rd (Eltham),-37.72420838,145.1459341,bus
Springhill Dr/Thompsons Rd (Cranbourne),-38.08331814,145.2825866,bus
287-289 Sayers Rd (Truganina),-37.85158235,144.7143162,bus
Alfred Sq/The Esplanade (St Kilda),-37.86566761,144.9740979,bus
Plenty Rd/Tyler St (Preston),-37.73125248,145.0151548,bus
Epping Plaza Shopping Centre/Cooper St (Epping),-37.65221103,145.0179981,bus
Greensborough Shopping Centre Para Rd/Main St (Greensborough),-37.70278432,145.1055549,bus
Luna Park/The Esplanade (St Kilda),-37.86694869,144.9778482,bus
Broderick Rd/Frankston-Dandenong Rd (Carrum Downs),-38.1030385,145.1699614,bus
Paterson Cres/Para Rd (Greensborough),-37.7065666,145.1098711,bus
Montmorency Sec College/Para Rd (Montmorency),-37.71360647,145.1150241,bus
Montmorency Park/88 Para Rd (Montmorency),-37.71747841,145.1142566,bus
Beattie St/Rattray Rd (Montmorency),-37.71792929,145.1193504,bus
Montmorency Railway Station/Rattray Rd (Montmorency),-37.71760003,145.1207428,bus
Rattray Rd/Looker Rd (Montmorency),-37.71991825,145.1242694,bus
Elizabeth St/Looker Rd (Montmorency),-37.72419403,145.1239573,bus
McCarthy Gr/Main Rd (Montmorency),-37.72625753,145.1245065,bus
Bloomfield Rd/Rich St (Noble Park),-37.97345139,145.1781821,bus
Bloomfield Rd/Rich St (Noble Park),-37.97353035,145.1780436,bus
Yarraman Rd/Bloomfield Rd (Noble Park),-37.97656051,145.178185,bus
Yarraman Rd/Bloomfield Rd (Noble Park),-37.9771238,145.1778978,bus
Cheltenham Rd/Perry Rd (Keysborough),-37.99561302,145.1753792,bus
Cheltenham Rd/Perry Rd (Keysborough),-37.99593996,145.1749611,bus
Serbian Orthodox Church/Perry Rd (Keysborough),-38.00272515,145.1737565,bus
Serbian Orthodox Church/Perry Rd (Keysborough),-38.00118579,145.173863,bus
Rangeview Rd/Main Rd (Montmorency),-37.72808179,145.1264462,bus
Perry Rd/Westwood Bvd (Keysborough),-38.00541737,145.1724483,bus
Westwood Bvd/Perry Rd (Keysborough),-38.00482531,145.1732033,bus
Stanley Rd/Westwood Bvd (Keysborough),-38.00496623,145.1683593,bus
Stanley Rd/Westwood Bvd (Keysborough),-38.00474892,145.1677156,bus
Chapel Rd/Westwood Bvd (Keysborough),-38.00419032,145.1613744,bus
Chapel Rd/Westwood Bvd (Keysborough),-38.00413777,145.1620476,bus
Fenland Pl/Keylana Dr (Keysborough),-38.00434545,145.1557443,bus
Fenland Pl/Keylana Dr (Keysborough),-38.00433394,145.1555851,bus
Lake View Bvd/Keylana Dr (Keysborough),-38.00450241,145.1508202,bus
Lake View Bvd/Keylana Dr (Keysborough),-38.00440857,145.1505834,bus
Cressy St/Main Rd (Montmorency),-37.72978962,145.1295689,bus
Stanford Ave/Keylana Dr (Keysborough),-38.00357426,145.1451035,bus
Alana Ct/Keylana Dr (Keysborough),-38.00312825,145.1431103,bus
Princetown Dr/Waterside Dr (Waterways),-38.01551619,145.1355076,bus
Princetown Dr/Waterside Dr (Waterways),-38.01522628,145.1348429,bus
O'Gradys Rd/Frankston-Dandenong Rd (Carrum Downs),-38.10518245,145.1681744,bus
Bolton St/Main Rd (Eltham),-37.73173639,145.1341268,bus
Summerhill Rd/Fitzsimons Lane (Templestowe),-37.74608141,145.1362635,bus
Hazel Glen Dr/Schotters Rd (Mernda),-37.58719185,145.1037329,bus
Extons Rd/Whittlesea-Kinglake Rd (Kinglake),-37.5099632,145.315182,bus
Casey Central SC/Narre Warren-Cranbourne Rd (Narre Warren South),-38.06653284,145.2989491,bus
Parkwood Pl/Fitzsimons Lane (Templestowe),-37.75059291,145.1354693,bus
Porter St/Williamsons Rd (Templestowe),-37.75350628,145.1350556,bus
Reservoir Railway Station/High St (Reservoir),-37.71617311,145.0075367,bus
Greenvale Viilage SC/Greenvale Dr (Greenvale),-37.6401421,144.8820641,bus
Greenvale Village SC/Greenvale Dr (Greenvale),-37.64004363,144.8821009,bus
Mickleham Rd/Dellamore Bvd (Greenvale),-37.62273054,144.8845412,bus
Mickleham Rd/Dellamore Bvd (Greenvale),-37.62287486,144.8845484,bus
Napoli Park/Napoli Cct (Greenvale),-37.62303242,144.8888154,bus
Atkinson St/Williamsons Rd (Templestowe),-37.7557894,145.1346805,bus
Blossom Dr/Greenvale Gardens Bvd (Greenvale),-37.62239151,144.8797129,bus
Blossom Dr/Greenvale Gardens Bvd (Greenvale),-37.62232357,144.8794429,bus
Ventura Way/Blossom Dr (Greenvale),-37.62408726,144.8782937,bus
Foote St/Williamsons (Before) Rd (Templestowe),-37.75843251,145.1342736,bus
252 Williamsons Rd (Templestowe),-37.76032844,145.1339194,bus
Ginifer Railway Station/Willaton St (St Albans),-37.75980856,144.8110152,bus
Arthur Street Reserve/Arthur St (St Albans),-37.73362788,144.8060678,bus
Serpells Rd/Williamsons Rd (Templestowe),-37.76244058,145.1335599,bus
Biggs St/Arthur St (St Albans),-37.73668408,144.802267,bus
Senior Citizens Centre/Arthur St (St Albans),-37.7362935,144.8025849,bus
Rasmussen Dr/Williamsons Rd (Templestowe),-37.76508242,145.1330734,bus
Lynbridge Cres/Tarneit Rd (Tarneit),-37.86176757,144.6666837,bus
Ruffey Creek/Williamsons Rd (Doncaster),-37.76711584,145.1317281,bus
Heatherdale Station/Molan St (Mitcham),-37.81931932,145.2145947,bus
Frankston Gardens Dr/Frankston-Dandenong Rd (Carrum Downs),-38.10742809,145.1648222,bus
King St/Williamsons Rd (Doncaster),-37.77039601,145.129443,bus
Henry St/Williamsons Rd (Doncaster),-37.77419411,145.1268609,bus
Winston Dr/Williamsons Rd (Doncaster),-37.77852002,145.124038,bus
Doncaster Rd/Church Rd (Doncaster),-37.78775881,145.1377606,bus
Burilla Ave/Church Rd (Doncaster),-37.78948466,145.1374788,bus
Marshall Ave/Church Rd (Doncaster),-37.79227857,145.1369203,bus
Point Nepean Rd/Permien St (Dromana),-38.33743663,144.9556928,bus
Wilma Ct/Bellara St (Doncaster),-37.79278944,145.1384519,bus
17 Lyons St (Rye),-38.37247774,144.8244146,bus
Waratah St/Government Rd (Rye),-38.37498745,144.8329357,bus
Shirlow St/Field St (Rye),-38.37620708,144.8370087,bus
Plain St/Alma St (Tootgarook),-38.3769075,144.8471526,bus
Melville St/Morris St (Tootgarook),-38.3720843,144.8534078,bus
13 Bellara St (Doncaster),-37.79298978,145.1408658,bus
Swans Way/Eliza St (Rosebud West),-38.37178452,144.8690749,bus
Swans Way/Elizabeth Ave (Rosebud West),-38.3705074,144.8716877,bus
Officer Sec Col/Parker St (Officer),-38.07007994,145.4113581,bus
21 Daly St (Doncaster East),-37.79230055,145.1451645,bus
Eltham Station/Main Rd (Eltham),-37.71338956,145.1485294,bus
Eltham Station/Main Rd (Eltham),-37.71320109,145.1485794,bus
Bulleen Street Reserve/Lawrence St (Doncaster East),-37.79283772,145.1472293,bus
Rosella St/Leeds St (Doncaster East),-37.79639671,145.1511948,bus
Baratta Street Reserve/Baratta St (Doncaster East),-37.79715112,145.1539018,bus
Devon Dr/Maxia Rd (Doncaster East),-37.79743466,145.1558936,bus
17 Maxia Rd (Doncaster East),-37.797639,145.1574331,bus
Fitzgerald Rd/William Angliss Dr (Laverton North),-37.82320519,144.7854906,bus
Thomas Walk/Greendale Rd (Doncaster East),-37.79754085,145.1655786,bus
St Albans Station/St Albans Rd (St Albans),-37.74487413,144.8002543,bus
St Albans Station/St Albans Rd (St Albans),-37.74498369,144.8003305,bus
St Albans Station/St Albans Rd (St Albans),-37.74511169,144.8004289,bus
St Albans Station/St Albans Rd (St Albans),-37.74527614,144.8005489,bus
St Albans Station/McKechnie St (St Albans),-37.74513438,144.7997133,bus
St Albans Station/McKechnie St (St Albans),-37.74464813,144.799251,bus
Alfrieda St/Main Road East (St Albans),-37.74444932,144.8011521,bus
Main Road East/Alfrieda St (St Albans),-37.74382088,144.8007962,bus
Tunstall Rd/St Clems Rd (Doncaster East),-37.79676823,145.1692093,bus
Monash University/Wellington Rd (Clayton),-37.91463376,145.1318127,bus
Irene Ave/Short Rd (Coburg North),-37.72295131,144.9518869,bus
Monash University/Wellington Rd (Clayton),-37.91418154,145.1317104,bus
Monash University/Wellington Rd (Clayton),-37.91430856,145.1317641,bus
Frater St/Kilby Rd (Kew East),-37.79285313,145.0603068,bus
Tunstall Square Shopping Centre/Tunstall Rd (Doncaster East),-37.79141162,145.170727,bus
Joan St/Fitzgerald Rd (Sunshine West),-37.78801754,144.7908906,bus
Savaris Ct/Park Rd (Donvale),-37.80163666,145.1914983,bus
White Lodge Ct/Park Rd (Donvale),-37.79740198,145.1950882,bus
159 Park Rd (Donvale),-37.79227703,145.1982224,bus
Sorrento St/Dimboola Rd (Broadmeadows),-37.6787978,144.9115795,bus
Sorrento St/Dimboola Rd (Broadmeadows),-37.67869152,144.9116845,bus
417 Park Rd (Park Orchards),-37.78573067,145.2032983,bus
Drayton Cres/Park Rd (Park Orchards),-37.78131331,145.210309,bus
Carrum Station/McLeod Rd (Carrum),-38.07598207,145.124032,bus
Alva Ave/Park Rd (Park Orchards),-37.77825962,145.2109958,bus
Windsor Bvd/Robinsons Rd (Derrimut),-37.78793851,144.7538413,bus
Windsor Bvd/Robinsons Rd (Derrimut),-37.78701736,144.7542098,bus
Granard Ave/Park Rd (Park Orchards),-37.77778252,145.2145953,bus
Hopetoun Rd/Park Rd (Park Orchards),-37.77892835,145.2176561,bus
Pine Ave/Park Rd (Park Orchards),-37.77934088,145.2199058,bus
Euston Ave/Park Rd (Park Orchards),-37.78091348,145.2237855,bus
Craithie Ave/Park Rd (Park Orchards),-37.78155357,145.2249965,bus
Park Rd/Berringa Rd (Park Orchards),-37.78323268,145.2275793,bus
Joseph Ct/Milne Rd (Park Orchards),-37.7839185,145.2294366,bus
668 Ringwood-Warrandyte Rd (Ringwood North),-37.78662204,145.2348341,bus
Tortice Dr/Ringwood-Warrandyte Rd (Ringwood North),-37.78748079,145.2362105,bus
North Ringwood Tennis Club/Ringwood-Warrandyte Rd (Ringwood North),-37.79007383,145.2360466,bus
Oban Rd/Ringwood-Warrandyte Rd (Ringwood North),-37.79300446,145.2355567,bus
Gwenmay Ct/Oban Rd (Ringwood North),-37.79366802,145.2335308,bus
Linda Pl/Cormistom Rd (Ringwood North),-37.79144293,145.2317895,bus
Athelstane Reserve/Athelstane Dr (Ringwood North),-37.79132566,145.2287828,bus
Braimton Cl/Athelstane Dr (Ringwood North),-37.79216938,145.2279563,bus
Terrigal Cl/Oban Rd (Ringwood North),-37.79284068,145.2264526,bus
Lansell Cl/Lockhart Rd (Ringwood North),-37.79587451,145.2268343,bus
Goldsmith Ave/Macey Gr (Ringwood North),-37.79756118,145.2317231,bus
18 Rosebank Ave (Ringwood North),-37.7980788,145.2325853,bus
Fishermans Bend/Wharf Rd (Port Melbourne),-37.82904909,144.9069069,bus
Todd Rd/Wharf Rd (Port Melbourne),-37.82773932,144.9087618,bus
Wirraway Dr/Todd Rd (Port Melbourne),-37.82624707,144.9115079,bus
Pier 35/263 Lorimer (South) St (Port Melbourne),-37.82467357,144.906633,bus
Canberra St/Lorimer (South) St (Port Melbourne),-37.82720933,144.902778,bus
Sardine St/Lorimer St (Port Melbourne),-37.82953104,144.9010761,bus
Lorimer Street Extension/Opp 200 Lorimer St (Port Melbourne),-37.82998089,144.9005294,bus
Canberra St/Lorimer  (North) St (Port Melbourne),-37.82694974,144.9028762,bus
Pier 35/263 Lorimer (North) St (Port Melbourne),-37.82451863,144.9065351,bus
DSTO/Lorimer St (Port Melbourne),-37.82187397,144.9134034,bus
South Wharf 31/Lorimer St (Port Melbourne),-37.82126913,144.9163969,bus
Salmon St/Lorimer St (Port Melbourne),-37.82087397,144.9190209,bus
South Wharf 27/Lorimer St (Port Melbourne),-37.82067754,144.9247407,bus
Hall St/Lorimer St (Port Melbourne),-37.82092691,144.9271308,bus
Graham St/Lorimer St (Port Melbourne),-37.82147904,144.9303417,bus
Ingles St/Lorimer St (Port Melbourne),-37.82193088,144.9324649,bus
Grove End Rd/Heatherton Rd (Endeavour Hills),-37.97421147,145.2532216,bus
Rogers St/Lorimer St (Port Melbourne),-37.82266097,144.9360686,bus
Hartley St/Lorimer St (Southbank),-37.82368502,144.9410275,bus
West Gate Fwy/Lorimer St (Southbank),-37.82509091,144.9451579,bus
Lorimer St/Salmon St (Port Melbourne),-37.82142068,144.9208914,bus
Turner St/Salmon St (Port Melbourne),-37.82373155,144.9216218,bus
Kraft Factory/Salmon St (Port Melbourne),-37.8258883,144.9222998,bus
Wool Board Rd/Salmon St (Port Melbourne),-37.83089935,144.9238635,bus
Plummer St/Salmon St (Port Melbourne),-37.83251245,144.924375,bus
Telopea Ct/Excelsior Dr (Frankston North),-38.11936853,145.1607932,bus
Salmon St/Williamstown Rd (Port Melbourne),-37.83468659,144.9255299,bus
Anderson Oval/Williamstown Rd (Port Melbourne),-37.8344698,144.9270358,bus
Murphy Reserve/Williamstown Rd (Port Melbourne),-37.83398896,144.9294126,bus
Poolman St/Williamstown Rd (Port Melbourne),-37.83376812,144.9306914,bus
Graham St/Williamstown Rd (Port Melbourne),-37.83332821,144.9333511,bus
Opp 450 Williamstown Rd (Port Melbourne),-37.83292531,144.9355553,bus
Bridge St/Williamstown Rd (Port Melbourne),-37.83248052,144.9379424,bus
Bertie St/Williamstown Rd (Port Melbourne),-37.83212521,144.9397816,bus
Derham St/Williamstown Rd (Port Melbourne),-37.83170299,144.9419181,bus
Port Melbourne Cricket Ground/Williamstown Rd (Port Melbourne),-37.8313202,144.9437353,bus
Whitewood St/Excelsior Dr (Frankston North),-38.1214775,145.1619609,bus
Johnston St/Normanby Rd (Port Melbourne),-37.83014623,144.9461766,bus
Nevada Ct/Old Geelong Rd (Hoppers Crossing),-37.87775085,144.7110517,bus
Wyndham City Depot/Old Geelong Rd (Hoppers Crossing),-37.87593297,144.7153484,bus
Costa Dr/Old Geelong Rd (Hoppers Crossing),-37.87508835,144.717796,bus
Dunlop Rd/Old Geelong Rd (Hoppers Crossing),-37.8714552,144.7260929,bus
Aycliffe Dr/Neale Rd (Deer Park),-37.7513884,144.7657178,bus
Excelsior Dr/Monterey Bvd (Frankston North),-38.12384092,145.1626887,bus
Lambeth Ct/Sommersby Rd (Point Cook),-37.88890605,144.7464892,bus
Covent Gardens/30 Sommersby Rd (Point Cook),-37.89231726,144.7458053,bus
Jamieson Way/Sommersby Rd (Point Cook),-37.8943429,144.7447655,bus
Chester Cres/Tamar Dr (Deer Park),-37.75147584,144.7622536,bus
Lumen Christi Primary School/Point Cook Rd (Point Cook),-37.89249945,144.7548625,bus
Caley St/Monterey Bvd (Frankston North),-38.12440079,145.1593094,bus
Sandstone Ave/Point Cook Rd (Seabrook),-37.88584498,144.7560652,bus
Elgar Park/Elgar Rd (Mont Albert North),-37.79845277,145.1182754,bus
Hanke Rd/Elgar Rd (Doncaster),-37.7901471,145.1230059,bus
Wittig St/Elgar Rd (Doncaster),-37.79157631,145.1222088,bus
Davis St/Elgar Rd (Doncaster),-37.79338817,145.1211068,bus
Malcolm Cres/Elgar Rd (Doncaster),-37.79471176,145.1199035,bus
Elgar Rd/Belmore Rd (Mont Albert North),-37.80011072,145.1171317,bus
Liberty Pde/Southern Rd (Heidelberg West),-37.74115063,145.0373943,bus
Valda Ave/Belmore Rd (Mont Albert North),-37.80062556,145.1138249,bus
Boondara Rd/Belmore Rd (Mont Albert North),-37.80104204,145.1111339,bus
Rostrevor Pde/Belmore Rd (Mont Albert North),-37.80145438,145.1087496,bus
Belgravia Ave/Belmore Rd (Mont Albert North),-37.80179423,145.1063444,bus
East Balwyn Shopping Centre/354 Belmore Rd (Balwyn),-37.80291305,145.1030675,bus
Minifie Park/Belmore Rd (Balwyn),-37.80405491,145.0956441,bus
Glenluss St/Belmore Rd (Balwyn),-37.80461069,145.0932333,bus
Hosken St/Belmore Rd (Balwyn),-37.8044623,145.0901931,bus
Balwyn Leisure Centre/Belmore Rd (Balwyn),-37.8041015,145.0873969,bus
Balwyn Rd/Belmore Rd (Balwyn),-37.80356307,145.0825496,bus
Dee St/Belmore Rd (Balwyn),-37.80313798,145.0802435,bus
Morris St/Belmore Rd (Balwyn),-37.80279719,145.0775832,bus
Bernborough Ave/Belmore Rd (Balwyn),-37.80256656,145.0756016,bus
Metung St/Belmore Rd (Balwyn),-37.80201225,145.0720156,bus
Para St/Belmore Rd (Balwyn),-37.80165955,145.0686401,bus
Birtles St/Belmore Rd (Balwyn),-37.80125041,145.0656751,bus
